product_id,true_elasticity,bf_season_effect,r_squared,p_value_price,price_unique_count
007c63ae4b346920756b5adcad8095de,0.0,0.0,,,3
008cff0e5792219fae03e570f980b330,-0.23176645174445487,0.0,0.002185630234364244,0.849269733520497,4
009af1277432f1a05742df69cdf72d1e,0.0,0.0,,,3
00ba6d766f0b1d7b78a5ce3e1e033263,2.1901805268589483,0.0,0.07703518452184666,0.40861344357717505,4
00de7f393d962717eeeb2d7131a40dba,-1.829570505783444,0.06551557377268855,0.21615924084079619,0.17185798576825578,3
00fefaf41156bb4b0d850fb27da97897,0.0,0.0,,,3
011ae9863bd5b15e528a16dd8ceb4772,0.0,0.0,,,3
0129d1e9b29d3fe6833cc922374cd252,0.6330846177393971,0.0,0.5427595928834259,0.09484822658154395,4
016711f78a6a87696645db0a6a834826,0.0,0.0,,,3
01847cb3f55acfd629641e58e38e561e,0.0,0.0,,,3
01cf7c4cffff8db0a1cbe612bd2d50a4,0.0,0.0,,,4
01da7f08d8327e0b4fab7edaa0c417a4,0.0,0.0,,,3
027cdd14a677a5834bc67a9789db5021,-0.9420564798767066,0.0,0.1946833055616869,0.021230322695623582,6
0296dd002a346e3bbdda4e0bc48a5073,-0.8051036143378414,0.0,0.05274915701744942,0.6615497285804802,4
02ce467092b184e71d3967d29110adc1,0.7459043299172889,-0.09700267934678915,0.01700075914113619,0.7812973716134943,4
02ee0862685e90b57cc241b7c9885f95,0.0,0.0,,,4
02f8dd9b448d3ec2c73e65a22da1121c,-3.3195204955607647,0.0,0.7260003036645968,0.03121187254152286,4
02fbee632a2044d48ab16d57eec4db58,0.2197221140255746,0.0,0.0018772078654760715,0.9188639401753822,4
0364c36f8e845e4d309c0a3accc04b1c,3.0462194231588535,0.0,0.22637055320403632,0.23339128775948204,3
036734b5a58d5d4f46b0616ddc047ced,0.09419783448136604,0.5353672251580386,0.2452927234708171,0.7095326200655261,5
03aad9707028422f38b0563410912177,-3.5460635297030563,-0.017592009576873312,0.05085886093430525,0.6105604947378117,5
03bb06cda40712fb8473f7962fb7d198,3.3558739601029384e-17,0.6931471805599452,1.0,0.9123081738777483,4
03e4e6709b7d6415746769c0bc3e9131,-0.5540798995465468,0.0,0.013545997638220508,0.6919345926941498,7
041022915a950ec95b761b690ddb6b24,0.0,0.0,,,3
045c0f3faa3d81ff1af071e0811b2711,0.0,0.0,,,4
045da764883d50dc071cc70c81226cbc,0.0,0.0,,,4
0496a7015a17628712e8720db133092b,0.0,0.0,,,4
04c4a4b9c924494fcf82e0fba966f955,-4.33529230521768,0.0,0.12052744916888924,0.2955343572754307,4
04dc26a02c448f6f2b914f01c2902ebd,0.6932688786781677,0.0,0.04804057435010356,0.5709783102755187,4
04ea63ab87df726ebf45c0982dd90a1f,0.0,0.0,,,3
0521fe3eb04940304b489d0fb49a37dd,0.44677624675578687,-0.1009480013923535,0.022031971541277007,0.6785063270960632,6
052413504e5295cd66ec4ced0b310062,1.291890516133116,0.0,0.1557698624902265,0.18200683156298264,5
059ca09d32720d9adce3ae12e181339d,-0.24277643469319374,0.0,0.0040924864968132635,0.8701198406215966,3
05a9ab81472f6bdcd910cb49b636c5b5,0.0,0.0,,,4
05a9dadb8402b6b7ae3dd28f7da187b5,-0.6024259644325042,0.0,0.034340638761646725,0.33584314108399665,4
0640a217fe729c5b8f61fd475f1fc22c,2.393602707830986,0.0,0.6080091046315119,0.06742328426699362,3
06bf70b6e1d67d96308235ef350edc61,-0.31827791987673837,-0.06344226117143278,0.04610422735354902,0.3763434293141135,3
06c950c36d589b39b34f5dc1d4a75e29,0.0,0.0,,,4
06edb72f1e0c64b14c5b79353f7abea3,-1.6598441595662516,0.968391428795399,0.18461897241606173,0.011324519567333125,3
06f0e85c7892d5df893f332706340af1,0.6602577683619266,0.31199522138163455,0.23780836816715645,0.22846570251740425,5
073ed404e3aec5b0a486334c05ee2fe9,0.0,0.0,,,5
07821918ef487fd64eb20b3c8aeb897f,3.769453683417071,0.0,0.7349447587153631,0.0015220322984369522,4
07bcd890d449e493b4ec23d05a9e40ee,0.0,0.0,,,3
07f381c65e8e66460c07781b9b1b8834,0.0,0.0,,,7
081cac4fc215928a462eb2c06a14dffe,0.0,0.0,,,3
0820af09ddc75b84841b1fab4da4be9b,-1.7870721183316591,0.0,0.0940145973767682,0.5035888333783292,3
08574b074924071f4e201e151b152b4e,-0.018060762719005863,-0.2547046117753185,0.015521807395096232,0.9676602466703308,5
086351823300e0339f6955b27998c186,-1.615815852970768,0.0,0.1367253855728362,0.09898598132057049,5
08c63555bbee955cad9c6a9feab9e9d4,-43.910848560804155,-11.526653081569753,0.03703703703703687,0.6424151377207127,3
092be1e8336fc404c57bd5970d056886,0.0,0.0,,,3
096e14458100c2b6d10f72d69f80cf34,0.0,0.0,,,3
09c3a2ea33f044aebffecd6681e00133,0.16321845957101788,0.266325196563559,0.045303289769590194,0.8611640933745605,3
0a57f7d2c983bcf8188589a5fea4a8da,-0.42183852134004435,-0.3749847696371384,0.021766767486934402,0.37926234964616923,16
0a74b9407eaec9d6c760a1e92c10d96c,0.0,0.0,,,4
0a783d7ce18a37749c3a059cf829564b,-0.08939306126711173,0.0,0.0032360157798938527,0.8680563068005598,6
0a8b35c2fbc824f7e1015cf330e6cc3c,0.0,0.0,,,3
0aabfb375647d9738ad0f7b4ea3653b1,-0.24919663750126433,0.6207674113536817,0.16803630079063114,0.1912082269106385,5
0b0172eb0fd18479d29c3bc122c058c2,-1.670636935299015,0.06907074668674357,0.23333372980396572,0.12184981771035905,3
0bcc3eeca39e1064258aa1e932269894,0.7695643342860664,0.7786207816795048,0.2234767077251144,0.11936757831308725,5
0c5b17c1b54fc1dc48752ddb8caab6fc,1.8956368177963414,0.0,0.21204374684380733,0.298435504147307,4
0c71252f37443403376d2008034a7240,-0.8378792188499435,0.0,0.003579463928876092,0.8390041172355385,6
0ce1e35bdc6af7e582e7ef9363e29b5b,0.0,0.0,,,3
0d009643171aee696f4733340bc2fdd0,0.4841224608999005,0.0,0.03697466954179418,0.5945806897851228,3
0d69c82f1bc2991a5ec6fff3d803876b,0.0,0.0,,,4
0d85c435fd60b277ffb9e9b0f88f927a,-0.29545381578062396,0.0,0.006817998669270797,0.589721549660088,8
0d90fced28b749fa0468818d98cb8212,0.0,0.0,,,4
0db04bfc9ca0d0dc2c530e7f2d023160,0.7379838125093463,0.0,0.07484650638719181,0.5998669438589056,4
0db4869ac8a908414823d44d742f5ba3,37.59125701296483,0.0,0.3346348746135428,0.30689792340275585,3
0de1e69dff6f40f9f71be7034a8bb8d2,-2.3680013839588634,0.0,0.2262026573882916,0.19566099224539446,3
0e2d365a247d105fefc31b17ab8706d9,-0.20508754030321094,0.0,0.007079698722649352,0.6703343228025391,7
0e323ee8f8dc60a0b875e9ac4daf1337,0.0,0.0,,,4
0e669e3efedd9f3ab75fcbe334e1177e,0.0,0.0,,,6
0efc91aa52d1f0669126d3000a94279b,0.37225111116796256,0.0,0.029559505845060174,0.45614559269230437,3
0f6e2c3bbb97980782ed6cb1506f5d95,0.0,0.0,,,3
0f91b6a95a57a43203a9b17de98960d9,-1.1786075487956735,0.0,0.06174460158106265,0.4130094697977782,6
0fa81e7123fd0ebe03adbbe99d912827,1.093692862154803,0.0,0.06874940250257122,0.2781732950838495,4
0fc6914383c2bea767a9562c9d8b43a1,0.33186898001296444,0.0,0.002871252113556655,0.8437569576700812,5
0fce35c0b7338bda3e52e2389f0c0762,0.0,0.0,,,3
101a896b1137f70a7bbb2b9fac61458d,0.0,0.0,,,6
104b9503ee57d0aa2cd3a6448f242636,0.0,0.0,,,4
10717ff440b2320081989126e858b220,-1.8665120091663052,0.0,0.02547595481081688,0.4264732807956347,5
10d2b7a176cd8a35bcae7c15e0e7626e,1.4660822578704429,0.0,0.09842050754818998,0.5448576184801355,3
11059273f4bc1a293777e98c89807c62,0.0,0.0,,,4
111d0b1e69f349615615113cf6b275fa,0.0,0.0,,,4
11250b0d4b709fee92441c5f34122aed,-0.4680042056188052,0.0,0.003963877649574732,0.7920154931383486,4
1164c17af70425821f88bfbdc9e907a3,-0.21265158600879694,-0.02021384891440033,0.04233129983268746,0.5075748202905919,3
118fa7a08a83564776c37433aca3ca71,0.0,0.0,,,3
11bbef4e2a44601d9dd471aa1fb433e6,0.6057415033882988,0.0,0.028510961154572745,0.5029959917233403,3
11e02f2cd150fa54525a1109f61ea2de,0.0,0.0,,,4
11fd9d7ba552e1d28872e008acf1e050,0.20384054113144834,-0.051886351977600054,0.010311265201012554,0.5405127240199608,5
12087840651e83b48206b82c213b76fd,-0.38793331315914953,-0.09656930797103923,0.0807036194133729,0.5916608052561075,3
121b9686b9929855d823981fc655a6fe,0.7518380598549251,0.0,0.047615554405882166,0.5447524258001532,3
121f7f44c9e25be4873ca9296542ebd3,-0.7043750663446641,0.0,0.03429745765464598,0.5856400609609824,3
12715d8bb61f9c2c26219377d9737584,-0.8784362799835973,0.0,0.04871787448199749,0.6742946457679927,4
12827caf723c4ff8030d64dcffe3cdab,0.0,0.0,,,4
134a6fc4a713a799266ebd6a4f4008d4,0.7683702208030545,0.0,0.204788019658526,0.2602219619544538,4
13db47eae724e2848e12b71a617a3a41,0.9931152832970578,0.0,0.02199599939625496,0.5326119404598362,5
1427b126f61597524866770b05d4eed2,0.0,0.0,,,5
14555ba663de8689feacf1d0819cc3b3,-0.6564583237188494,0.0,0.2348437589658977,0.057121149215569426,7
145978af3e89b318be0b717a0953649a,1.13593326764968,0.0,0.04591184932727843,0.3643297963941821,4
1491a8ff192d4b5c369b0eaa2fe33ee5,-1.324491796132644,0.0,0.27263735141101864,0.010595576501171542,8
14a174908a08ad7cfb56d3814d8e0ea5,0.0,0.0,,,3
1501b0033c68a37fa9560033a440e529,-2.29106906176394,0.0,0.3274556281296078,0.1073734021029575,4
150c699262a053229e89213dc9c358d2,0.0,0.0,,,3
151133751552ad5bdd6645dfdcb0e728,-0.4623690950792205,0.0,0.013778951415090335,0.7635965594249877,3
1529199a7d88ac40cef5b4a508f18f2c,0.0,0.0,,,4
158102fe543dbaeb84d87811bfe06d0d,0.02199585711856159,-0.0462700423176436,0.004537131299612418,0.9727748489024033,3
159dc4423e5092c3baa443379a458fa9,-0.24366163070638236,0.0,0.008881997696116195,0.8243354014064094,4
15de022edf1005363381e66bed514528,0.0,0.0,,,3
