product_id,elasticity,avg_price,total_sales,status
00210e41887c2a8ef9f791ebc780cc36,-9.536934468889417,33.485,7,매우 탄력적
002159fe700ed3521f46cfcf6e941c76,-19.46142268539578,210.2,8,매우 탄력적
00250175f79f584c14ab5cecd80553cd,4.01354579764906,67.49,11,이상치/정비례
005030ef108f58b46b78116f754d8d38,-5.578916661496272,16.49,13,매우 탄력적
007c63ae4b346920756b5adcad8095de,12.507429854914813,74.66000000000001,6,이상치/정비례
008cff0e5792219fae03e570f980b330,-3.613949617906619,140.17249999999999,22,매우 탄력적
009af1277432f1a05742df69cdf72d1e,-4.60646402850569,58.26666666666667,7,매우 탄력적
00ab8a8b9fe219511dc3f178c6d79698,-18.4671166903511,94.99,8,매우 탄력적
00ba6d766f0b1d7b78a5ce3e1e033263,3.166485283945015,45.745000000000005,16,이상치/정비례
00d2add85b1f5aba6bb3d5d977314e25,0.0,351.055,2,중립/비탄력적
00de7f393d962717eeeb2d7131a40dba,-3.313755586359895,112.56666666666668,18,매우 탄력적
00e32638060f6356e6f00749dc466b5c,-30.45112581520864,102.0,7,매우 탄력적
00f179926ae5965cd6ff548d765d8a61,367.0213230182583,15.885,3,이상치/정비례
00f8c37377b038c9c791128d2f928111,0.0,20.4,2,중립/비탄력적
00faa46f36261af8bbf3a4d37fa4841b,-4.5787640032010115,282.5,10,매우 탄력적
00fefaf41156bb4b0d850fb27da97897,-6.227198259821884,14.323333333333332,5,매우 탄력적
01078a94cb29913dfda1a962fd4e3400,0.0,74.9,2,중립/비탄력적
011ae9863bd5b15e528a16dd8ceb4772,1.9363770820909036,666.5666666666666,7,이상치/정비례
01217a683550744160a91eaa46a92305,22.462157070546123,55.4,5,이상치/정비례
0129d1e9b29d3fe6833cc922374cd252,-0.7066742290024146,12.295,7,탄력적
013e6676e0e3529e5909ff54370daddf,4.7972322110457375,249.89999999999998,8,이상치/정비례
014a8a503291921f7b004a5215bb3c36,27.758721397778245,36.445,18,이상치/정비례
0152f69b6cf919bcdaf117aa8c43e5a2,-2.2856888630051144,15.899999999999999,64,매우 탄력적
01545847403c0f1e69d76654d66be35c,-3.0993233735228785,44.9,3,매우 탄력적
015527ec9502daa03dfd0e22ef1d1288,0.0,26.0,2,중립/비탄력적
01586bfbe1d5449887f1cac4ad1fbd02,0.0,14.735,2,중립/비탄력적
016711f78a6a87696645db0a6a834826,-10.923062457215906,105.96666666666665,19,매우 탄력적
0168e1b28d8e55a515928cf656eff0a4,0.0,39.7,2,중립/비탄력적
016cae136d358dcdacbd7ac9f1864c09,-2.5896885777898526,64.0,5,매우 탄력적
017066298c485af1e19e55363f5dc362,0.0,21.99,2,중립/비탄력적
017692475c1c954ff597feda05131d73,-17.033717687966508,15.445,26,매우 탄력적
0176bf7839ab4e611dc01cdc3ef6f4e4,-10.873080872718642,218.5,8,매우 탄력적
01847cb3f55acfd629641e58e38e561e,-3.664621546945087,58.333333333333336,7,매우 탄력적
01a2ad2b54cd734f78cb817da7752d8b,0.0,56.5,2,중립/비탄력적
01a5038835acf17f141c7247956b72d6,-11.5157101573746,104.9,4,매우 탄력적
01bc2a3c12d6e588aecb54ffad194c13,0.0,119.85,2,중립/비탄력적
01c9a70868bec5b748c67fcc26ce5895,-10.51714159355901,105.4,16,매우 탄력적
01cf56cd6138b926a4802d16fc304149,35.753153350732255,175.97,6,이상치/정비례
01cf7c4cffff8db0a1cbe612bd2d50a4,4.04796649958725,19.2875,10,이상치/정비례
01d15932271068f9fd1f369b8449cac1,0.0,121.55,2,중립/비탄력적
01da7f08d8327e0b4fab7edaa0c417a4,-4.307523245704453,280.6666666666667,8,매우 탄력적
01ef0716b68c8493434ad32430c24e18,-3.0346439486589296,73.49,5,매우 탄력적
01f2d77d8a63937c77c7128ce4bd2ada,-8.539580997990417e-16,84.9,4,중립/비탄력적
01ff1ff8aa5dec93e9938b989393a4ca,6.596880369275081,52.75,7,이상치/정비례
02064a5bc5d3656476e9dab151c69989,0.0,240.5,2,중립/비탄력적
020a80cb704bf65f38761fcedf2af192,9.479921327584526,48.4,14,이상치/정비례
0226c9207aea0b16076a27ca65cb4929,0.0,213.5,2,중립/비탄력적
025dcf8f0a969c92d254bc425b380685,-4.930380405196144,18.25,5,매우 탄력적
026b77b15418f2a8114dfb0026739be4,-7.669542308278548e-15,31.990000000000002,6,중립/비탄력적
027cdd14a677a5834bc67a9789db5021,-1.281604511939922,91.44999999999999,40,탄력적
02851253400fd18410f8eb4369cff9e1,-40.36699433749917,115.89500000000001,3,매우 탄력적
0296dd002a346e3bbdda4e0bc48a5073,-1.46769906133011,522.5,8,탄력적
02a0c276d5a252215b48269dea73a6e7,-6.0256851026654275,110.0,8,매우 탄력적
02a3073438c0d024f60e34a05bd340c4,0.0,152.5,2,중립/비탄력적
02cd4165b1e6a3782def2e4e851ae884,0.0,52.4,2,중립/비탄력적
02ce467092b184e71d3967d29110adc1,-10.226674678939066,176.72500000000002,21,매우 탄력적
02ee0862685e90b57cc241b7c9885f95,-8.664090176108134,207.9125,14,매우 탄력적
02f8dd9b448d3ec2c73e65a22da1121c,0.5246587621931125,138.6875,7,이상치/정비례
02fb2d61da1247bf732360ea76b16240,-1970.0394006142296,109.95,7,매우 탄력적
02fbee632a2044d48ab16d57eec4db58,9.33603805994196,84.67500000000001,9,이상치/정비례
03078714f1e3f3758555f67ff35b4b01,-7.149346185409164e-16,42.4,4,중립/비탄력적
0320a1be5c5224f64bfbffa583cf03d6,10.931287842300224,76.0,7,이상치/정비례
03511a5e5d4c3d8ef00f1578e1419800,-8.57667340732719,347.4,6,매우 탄력적
03566b85189259c49476f004ad2afd08,0.0,42.49,2,중립/비탄력적
0364c36f8e845e4d309c0a3accc04b1c,7.326324745236029,199.99,9,이상치/정비례
036734b5a58d5d4f46b0616ddc047ced,1.4245007744602596,35.190000000000005,45,이상치/정비례
037a23831f142c505b119215d92eaf7e,0.0,122.99,2,중립/비탄력적
03826ede2cac52b3011b58cfd58c84f9,-4.461829528609311,129.0,3,매우 탄력적
03aad9707028422f38b0563410912177,-12.03405880412483,76.8,13,매우 탄력적
03b29ca1beec2e03e15a3b980c1505ed,13.122937441737015,37.9,5,이상치/정비례
03b58043df5d7424df7eac2be2511c51,-4.865358252086572,46.945,5,매우 탄력적
03bb06cda40712fb8473f7962fb7d198,-4.178177974017914,146.15,9,매우 탄력적
03bb24d19ea7449ce170e0888d830707,0.0,152.76666666666665,3,중립/비탄력적
03d4233b9e3382adaed9e5c58626f1dc,0.0,14.489999999999998,2,중립/비탄력적
03d7ad0ce97624c931b3abde02b5d819,8.2163683820986,74.9,4,이상치/정비례
03e1c946c0ddfc58724ff262aef08dff,6.116796285036335,17.155,14,이상치/정비례
03e4e6709b7d6415746769c0bc3e9131,1.4617960406395454,59.04,15,이상치/정비례
03ed331c2c9bb4cd5c3d986928bc8d9c,0.0,39.4675,4,중립/비탄력적
03fbf722447bf7fb4a99aff40b8ede7a,-3.835200008597226,577.0,3,매우 탄력적
03fed41c5e9067007d852ff83d602753,15.922463270521538,144.99,4,이상치/정비례
040fe1cdb263eb2c9b1322875b0afcb7,-4.270387328196774,453.2,3,매우 탄력적
041022915a950ec95b761b690ddb6b24,-2.1933265285764834,134.1,5,매우 탄력적
0417855683de23ba1e20e8a358a5ac7c,0.0,142.4,2,중립/비탄력적
0433830caca22b01a0f477d31307b043,-2.7290145523424534,1899.0,7,매우 탄력적
0437850bd55b9b2b9cf104b59a611666,-1.829447086372186,22.335,5,매우 탄력적
0442663b51251c398df7f53c29e29812,-7.269072535820933,209.9,3,매우 탄력적
04566e1a1afa83470b25c2642706fc32,0.0,62.45,2,중립/비탄력적
045c0f3faa3d81ff1af071e0811b2711,2.294345369323589,191.1525,5,이상치/정비례
045da764883d50dc071cc70c81226cbc,2.2439448031496947,258.7,5,이상치/정비례
046cf43a5b63303b3c3c4ba076d1d732,0.0,133.66666666666666,3,중립/비탄력적
047b85649c33e9cbf34b2ccf8d41d622,0.0,225.66666666666666,3,중립/비탄력적
0485eb91cf4786a456d0b61ef9d9183e,-40.87790299537323,294.9,5,매우 탄력적
0496a7015a17628712e8720db133092b,6.787946355429512,107.195,5,이상치/정비례
0496f30fa502d5454825087842d7a497,-26.684666065498494,38.5,3,매우 탄력적
049ac5dce8536884a652ce73c58022ab,-23.38852806189907,33.93333333333334,7,매우 탄력적
04b48e86a968cfe620da1cab5c7556ae,-23.829055044829065,42.125,5,매우 탄력적
04c48a5fe31aedc4ef3896c005fd483c,-34.59239347000326,314.9,8,매우 탄력적
04c4a4b9c924494fcf82e0fba966f955,-12.279273518675978,28.33,21,매우 탄력적
04c51bd1943710a970c0331518cdd2a9,0.0,38.9,2,중립/비탄력적
04ca6bf4b3d9aa78046f0973efe2f4b1,6.400532038040286e-16,77.9,4,중립/비탄력적
04dc26a02c448f6f2b914f01c2902ebd,-1.8316963868287706,353.7,11,매우 탄력적
04df667e73ca2fab4b9a97c86466b699,0.0,609.0566666666667,3,중립/비탄력적
04e90f954f5fde312ce378b26ddfad13,1.600190352660379,171.29999999999998,4,이상치/정비례
04ea63ab87df726ebf45c0982dd90a1f,-3.0476690588570174,58.99,6,매우 탄력적
04f352bc78b371f4392b0077d5648de5,0.0,134.45,2,중립/비탄력적
05019bc35fc2ed878c0c0f55346b91c6,6.913300405362243,101.99000000000001,5,이상치/정비례
0502d1a36be75bd36b452f31c6ed264a,-24.68998128489322,72.77,26,매우 탄력적
0505f239830b15ffbd923b4113a96855,8.76879193789137e-17,27.45,6,중립/비탄력적
0521fe3eb04940304b489d0fb49a37dd,-0.2980958044566585,101.90833333333335,16,중립/비탄력적
0522015abfd1094949180dee8dacbdf9,0.0,27.4,2,중립/비탄력적
052413504e5295cd66ec4ced0b310062,5.0543020534282315,164.34,15,이상치/정비례
052b8660ee8a9ee18815d9b276694a10,1.8804379186209343,24.445,6,이상치/정비례
052bc62f1969b8f09b1c3cd6f67e099d,0.0,26.545,2,중립/비탄력적
0530063c4be8e898dd6dac7d6bceff24,0.0,178.45,2,중립/비탄력적
054515fd15bc1a2029f10de97ffa9120,13.857677743085768,39.0,55,이상치/정비례
055019def765ce08da9fac0585e927c3,-1.953510213398446,65.5,3,매우 탄력적
056063b2634974ef86ccb7da2d3d0dbf,-0.6171314497275043,552.3333333333334,7,탄력적
056193fc88b3f131fae751356896b168,254.5297044687039,129.495,8,이상치/정비례
056d012d264624accb7f73d31caee034,-13.848500153452667,119.9,9,매우 탄력적
057041a5c3e1080ad700db092badca71,0.0,140.4,2,중립/비탄력적
0587bd8ea43108a16104b1430c15b283,0.0,134.0,2,중립/비탄력적
058b372f969b59e8c4a27e224243909c,4.014265062559458,44.0,7,이상치/정비례
05928363cd16fb2d20ccad40992105aa,0.0,434.0,2,중립/비탄력적
059ca09d32720d9adce3ae12e181339d,-5.9338375001032295,97.50666666666666,10,매우 탄력적
05a9ab81472f6bdcd910cb49b636c5b5,9.53204596700396,157.4,8,이상치/정비례
05a9dadb8402b6b7ae3dd28f7da187b5,-7.728561948221507,164.0,33,매우 탄력적
05d80513da078badb81a5f232e489376,-2.8085285564564453,79.9,4,매우 탄력적
05dd4bacd8cd34a33815b90b38176a69,-12.685834463260253,137.4,5,매우 탄력적
05e8eca656b87428a0e8453a2f335cdf,0.0,492.0,2,중립/비탄력적
05f9d035b92494874148f32f940b0f4f,6.231901304704064,180.0,3,이상치/정비례
060109450b2f49e4d5c4fdfd3d8ebc34,3.9581575253704835,22.9,3,이상치/정비례
0603d2d85bcc46beb11bd247870c4841,-12.858720821875815,160.0,6,매우 탄력적
06061c9fd664126ac731a142995fa893,-4.9233315900123475,51.153333333333336,7,매우 탄력적
060890b1af8cc031e9dde49cf544f884,21.39496308802271,91.94,4,이상치/정비례
060c17562f97e5bb60bc0dfa4dd5b3f2,43.287862456425586,23.99,38,이상치/정비례
060cb19345d90064d1015407193c233d,33.21225908145226,144.2,26,이상치/정비례
060e9872b582bceaa83d520807008f1b,0.0,134.835,2,중립/비탄력적
060f71666a632ac169814c0f1d715571,0.0,119.5,2,중립/비탄력적
0615dcf981da53a5ca8777cd6a80361b,13.49607484992154,116.85,3,이상치/정비례
061c050147b7b9fb6f088593900e8dc6,3.1048916606826245,22.49,3,이상치/정비례
062619359d5f9a664606cb2a6ccb477a,-6.011076345428367,129.445,3,매우 탄력적
063d853b6d570a9a5d06e8e044658c21,-25.996622018149008,142.0,4,매우 탄력적
0640a217fe729c5b8f61fd475f1fc22c,-1.8484607588651638,44.99,7,매우 탄력적
0645a55c7e265509606125e11b6fa2f0,0.0,58.849999999999994,2,중립/비탄력적
064d09b1de34c17dbacfa4096f79f256,4.504527622471553,45.385,3,이상치/정비례
065554bfe0244b9f5f6414f332106a21,5.328247011175944e-15,54.45,4,중립/비탄력적
068ceaa8a3d9d385cbf53d5335f89f80,0.0,106.19,2,중립/비탄력적
06976617d8c5e71de4f3c2d93e788fd5,-51.02530967800976,104.9,8,매우 탄력적
069a004edf898d16c9331bafd6ac7f46,5.960238028492125,54.95,4,이상치/정비례
06ad93d66e91d09df5ce746906d9658b,5.35705636039852,209.9,8,이상치/정비례
06afd0d01616e40441e7f743cdc03a2e,42.29419505808088,192.5,4,이상치/정비례
06bb6e704f99920f51dbbb0559187d98,0.0,155.79000000000002,2,중립/비탄력적
06bf70b6e1d67d96308235ef350edc61,-4.384100793508821,79.9,22,매우 탄력적
06bfe79d999bcce96f9ebfc74280d1d7,-1.0076157014107992e-16,19.4,4,중립/비탄력적
06c6e01186af8b98ee1fc9e01f9471e9,4.454484439026352,34.9,60,이상치/정비례
06c950c36d589b39b34f5dc1d4a75e29,1.4304643783089903,528.9625,8,이상치/정비례
06cd420a1b028388e0bf1f78daf20411,0.0,979.0,2,중립/비탄력적
06ce9c3e61c7a07f872f8317a7dc534d,-9.584358956628051,95.45,3,매우 탄력적
